injuryID,date,playerName,description
426,7/12/88,Rick Mahorn,surgery to remove ruptured disc (out 10-12 weeks)
427,7/25/88,Scottie Pippen,surgery on back to remove herniated disc
428,8/3/88,John Stroeder,infected right big toe (DTD)
429,8/18/88,Bart Kofoed,surgery on foot to repair stress fracture (out indefinitely)
430,8/27/88,Dean Garrett,fractured right foot (out 10-12 weeks)
431,9/1/88,Kevin Willis,broken left foot (out for season) (date approximate)
432,10/5/88,Dennis Hopson,sprained ankle (out indefintely)
433,10/7/88,Dell Curry,fractured left wrist (out 12+ weeks)
434,10/10/88,Maurice Martin / Mo Martin,reconstructive surgery on right knee (out indefinitely)
435,10/21/88,Bobby Hansen,broken left hand (out indefinitely)
436,10/25/88,Maurice Cheeks,pulled groin (out indefinitely)
437,10/30/88,Jeff Grayer,chicken pox (out ~3 weeks)
438,10/31/88,Steve Stipanovich,arthroscopic surgery on left knee (out 6+ weeks)
439,11/1/88,Bill Hanzlik,recurring back injury (out ~2 weeks)
440,11/12/88,Petur Gudmundsson,sugery on knee (out 6-8 weeks) (date approximate)
441,12/15/88,Dean Garrett,re-injured right foot
442,12/26/88,Craig Neal,injuries suffered in car accident (DTD)
443,12/29/88,Dean Garrett,surgery on fractured right foot
444,1/1/89,Danny Manning,torn ACL in right knee (out indefinitely) (date approximate)
445,1/4/89,Cliff Robinson,arthroscopic surgery on knee (date approximate)
446,1/11/89,Joe Dumars,broken middle finger on left hand (out indefinitely)
447,1/22/89,Jerome Lane,sprained ankle (DTD)
448,3/1/89,Cliff Hagan,back injury (DTD) (date approximate)
449,3/11/89,Lafayette Lever / Fat Lever,sore left knee (DTD)
450,3/20/89,Steve Johnson,tendinitis in both knees (DTD)
451,3/21/89,Sam Bowie,injured right ankle (DNP)
452,3/28/89,Jim Paxson Jr.,surgery on right wrist (out for season) (date approximate)
453,5/14/89,Larry Krystkowiak,torn ACL in knee (out for season)
454,5/14/89,Otis Smith,scratched & bruised left eye (DTD)
455,5/14/89,Terry Teagle,bruised left knee (DTD)
456,5/31/89,Patrick Ewing Sr.,arthroscopic surgery on right knee (out indefinitely)
457,6/27/89,Larry Nance Sr.,surgery on left ankle to repair frayed tendon (out indefinitely)
458,10/23/89,Tracy Moore,stomach virus (DTD)
459,10/29/89,Greg Anderson / Cadillac Anderson,surgery on knee to repair torn cartilage (out 4-6 weeks)
460,11/8/89,Dave Corzine,torn ACL in knee (out indefinitely)
461,11/24/89,Wayne Rollins / Tree Rollins,sprained left knee (DTD)
462,1/13/90,Sam Perkins,flu (DNP)
463,1/13/90,Dale Ellis,three fractured ribs and a collapsed lung (suffered in car accident)
464,1/16/90,Ron Harper,torn ACL in knee (out indefinitely)
465,2/1/90,Tom Garrick,left knee tendinitis (DTD)
466,2/3/90,Adrian Dantley,broken right leg (out indefinitely)
467,2/3/90,Roy Hinson,knee injury (out for season)
468,10/5/90,Charles Smith / Tony Smith,failed physical (irregularity in the results of his stress test) (date approximate)
469,10/8/90,Bill Hanzlik,recovery from surgery on back to repair herniated disk (out for season)
470,10/15/90,Dan Godfread,foot injury (DTD)
471,10/16/90,Dee Brown (a),infected bit toe (DTD)
472,11/8/90,Johnny Dawkins,torn ACL in right knee (out indefinitely)
473,11/9/90,Roy Tarpley,torn ACL in knee (out indefinitely)
474,11/12/90,Roy Tarpley,surgery on knee to repair torn ACL (date approximate)
475,11/16/90,Johnny Dawkins,surgery on right knee to repair torn ACL (date approximate)
476,11/16/90,Mitch Richmond,fractured thumb (out indefinitely)
477,11/30/90,Mark Price,torn ACL in knee (out indefinitely)
478,12/8/90,Kiki Vandeweghe,bruised right thigh (DTD)
479,12/21/90,Orlando Woolridge,surgery on right eye to repair detached retina (out indefinitely)
480,12/26/90,Derrick Coleman,knee injury (DTD)
481,1/4/91,Hakeem Olajuwon,fractured right orbit bone (out 4+ weeks)
482,1/14/91,Charles Barkley,foot injury and hairline fracture in left ankle (DTD)
483,1/14/91,Hakeem Olajuwon,surgery on right eye (out indefinitely)
484,1/28/91,Dominique Wilkins,ruptured Achilled tendon (out for season)
485,1/31/91,Isiah Thomas,surgery on right wrist (out indefinitely)
486,2/6/91,Larry Bird,back injury (DNP)
487,2/13/91,Rumeal Robinson,small tear in lateral meniscus in right knee (DTD)
488,2/13/91,Jon Sundvold,pneumonia and sinusitis (out 2+ weeks)
489,3/28/91,Gary Grant,arthroscopic surgery on right knee
490,4/2/91,Kenny Smith,sprained foot (DTD)
491,4/17/91,Chris Jackson / Mahmoud Abdul-Rauf,surgery on feet to remove extra bones
492,4/17/91,Michael Adams,cold and stiff neck (DTD)
493,5/9/91,Brad Lohaus,arthroscopic surgery on left knee to repair torn cartilage
494,7/1/91,Danny Ferry,surgery on right knee to repair small tear in cartilage
495,7/9/91,Derek Smith,arthroscopic surgery on left knee to remove small piece of cartilage
496,10/1/91,Kevin McHale,recovering from surgery on ankle (date approximate)
497,10/7/91,Kennard Winchester,pulled groin (DTD)
498,10/29/91,Dee Brown (a),torn cartilage in left knee
499,10/29/91,Shawn Kemp,sprained ankle (DTD)
500,10/30/91,Dee Brown (a),arthroscopic surgery on left knee to repair torn cartilage
501,10/30/91,George McCloud,surgery on right thumb to repair torn ligament (out ~6 weeks)
502,11/8/91,Craig Hodges,surgery on left knee to repair torn cartilage
503,11/12/91,Travis Mays,surgery on right ankle to repair two ruptured tendons (out indefinitely)
504,12/5/91,Lafayette Lever / Fat Lever,left knee injury (DTD)
505,1/28/92,Dominique Wilkins,ruptured right Achilles tendon (out for season)
506,1/29/92,Lafayette Lever / Fat Lever,arthroscopic surgery on left knee (out for season)
507,1/30/92,Dominique Wilkins,surgery to repair ruptured right Achilles tendon (out for season)
508,2/18/92,Anthony Cook,dislocated shoulder (out indefinitely)
509,2/19/92,Anthony Cook,surgery to repair dislocated shoulder (date approximate)
510,4/8/92,Willie Burton,player entered a medical facility for treatment of depression (out for season)
511,7/1/92,Terry Cummings,torn ACL in knee (out indefinitely) (date approximate)
512,8/30/92,Dave Jamerson,torn ACL in left knee
513,8/31/92,Scottie Pippen,surgery on right ankle and left wrist to remove scar tissue
514,9/11/92,Rik Smits,arthroscopic surgery on left knee (out indefinitely)
515,9/17/92,Clyde Drexler,arthroscopic surgery on right knee to clean out loose cartilage
516,10/16/92,Anthony Cook,ruptured patella tendon in right knee (out for season)
517,10/21/92,Dave Johnson,sprained right foot (DTD)
518,10/30/92,Stacey Augmon,surgery on left knee to remove bone chips (out indefinitely)
519,10/30/92,Dave Jamerson,surgery on left knee to repair torn ACL
520,12/15/92,Dominique Wilkins,broken fourth finger on right hand (out indefinitely)
521,2/23/93,Mike Sanders,arthroscopic surgery on left knee to repair torn cartilage
522,3/23/93,Drazen Petrovic,sprained MCL in left knee (out indefinitely)
523,3/25/93,Jerry Krause,GM hospitalized with chest pains
524,4/6/93,Jerome Lane,shoulder injury (DNP)
525,4/8/93,Jerome Lane,shoulder injury (DNP)
526,4/22/93,Larry Nance Sr.,broken left index finger (DTD)
527,4/22/93,Vernon Maxwell,broken wrist (DTD)
528,7/1/93,John Bagley,arthroscopic surgery on right knee to repair torn cartilage (out for season)
529,9/1/93,Sarunas Marciulionis,torn ACL in knee (out indefinitely) (date approximate)
530,10/1/93,Tim Hardaway Sr.,torn ACL in knee (out indefinitely) (date approximate)
531,12/1/93,Glenn Rivers / Doc Rivers,torn ACL in knee (out indefinitely) (date approximate)
532,1/10/94,Antonio Harvey,strained left hip muscle (out indefinitely)
533,1/12/94,Vern Fleming,pulled right hamstring (DNP) (date approximate)
534,1/14/94,Toni Kukoc,ankle injury (DNP)
535,1/14/94,Vern Fleming,pulled right hamstring (DNP) (date approximate)
536,1/18/94,Joe Wolf,hyperextended right knee
537,2/5/94,Terry Davis,surgery to remove scar tissue- calcium deposits- and wiring from left elbow
538,2/18/94,Shawn Bradley,dislocated kneecap (DTD)
539,2/20/94,Kenny Walker,shattered cheekbone in eight pieces
540,2/22/94,Shawn Bradley,dislocated kneecap and slight bone chip in left knee (out for season)
541,2/22/94,Shawn Bradley,underwent surgery on left knee to remove a bone chip
542,6/8/94,Larry Brown,head coach underwent surgery to replace right hip (out indefinitely)
543,7/6/94,Patrick Ewing Sr.,arthroscopic surgery on knee (out 6-8 weeks)
544,8/16/94,Brent Price,surgery on knee to repair torn ACL (out for season)
545,8/24/94,John Battle,surgery on left knee to remove loose cartilage (out 4-6 weeks)
546,8/24/94,Doug Christie,surgery on left ankle to remove calcium deposits (out 8-12 weeks)
547,9/15/94,LaPhonso Ellis,stress fracture in right kneecap (out 8 weeks)
548,10/3/94,Brad Daugherty,back problems
549,10/4/94,Hakeem Olajuwon,injury to sinus cavity (out 10 days)
550,10/7/94,Shaquille O'Neal,sprained right big toe (out 1 week)
551,10/11/94,Alonzo Mourning,strained tendon in right big toe (out 2 weeks)
552,10/13/94,Tony Bennett,ankle problems
553,10/14/94,Lionel Simmons,arthroscopic surgery on right knee
554,10/18/94,Shawn Bradley,injured left knee
555,10/18/94,Gerald Wilkins,torn Achilles tendon
556,10/19/94,Larry Johnson (Demetric),sprained ankle
557,10/20/94,Scott Williams,sore back (out for rest of pre-season)
558,10/20/94,Shawn Bradley,sprained ligament in left knee (out 6-8 weeks)
559,10/21/94,Gerald Wilkins,surgery to repair torn Achilles tendon
560,10/23/94,Eric Murdock,poked in eye (out 4-6 weeks)
561,10/24/94,Tom Tolbert,foot injury (out 2 months)
562,10/25/94,Terry Porter (b. 1963-04-08),will have surgery on right ankle (out at least 4 weeks)
563,10/25/94,Stanley Roberts,ruptured left Achilles tendon
564,10/25/94,Craig Ehlo,will have surgery on right knee (out 3-4 weeks)
565,10/26/94,Chris Mullin,sprained left knee
566,10/27/94,Stanley Roberts,ruptured left Achilles tendon (out for season)
567,10/27/94,Billy Owens,strained left hamstring (out 2 weeks)
568,11/2/94,Anthony Bonner,surgery on knee (out indefinitely)
569,11/2/94,Charles Barkley,strained lower abdominal wall
570,11/2/94,Charles Barkley,irritated eyes (DTD)
571,11/3/94,Alonzo Mourning,strained tendon in toe (DTD)
572,11/3/94,LaPhonso Ellis,surgery on right knee (out for season)
573,11/3/94,Charles Barkley,burned cornea (DTD)
574,11/4/94,Don MacLean,blistered foot (DNP)
575,11/4/94,Luc Longley,sprained left ankle (DNP)
576,11/4/94,Sherman Douglas,strained knee ligament
577,11/4/94,Billy Owens,strained left hamstring (DTD)
578,11/4/94,Mahmoud Abdul-Rauf / Chris Jackson,strained hamstring (DNP)
579,11/5/94,Brian Williams / Bison Dele,fractured ankle (DTD)
580,11/5/94,Kenny Smith,flu (DNP)
581,11/7/94,Sherman Douglas,sprained MCL in left knee (out 4-8 weeks)
582,11/7/94,Xavier McDaniel,strained left hamstring
583,11/8/94,Greg Grant,complications from September arthroscopic surgery
584,11/8/94,Brian Williams / Bison Dele,stress fracture in left ankle (out 2 weeks)
585,11/9/94,Micheal Williams,injured left heel (out 6-8 weeks)
586,11/9/94,Carlos Rogers,sprained right ankle (out 7-10 days)
587,11/11/94,Luc Longley,stress fracture in left leg
588,11/11/94,Kevin Johnson,sprained rib cage muscle (DTD)
589,11/12/94,Michael Adams,pulled hamstring
590,11/12/94,Rodney Rogers,injured big toe (DNP)
591,11/12/94,Danny Ainge,flu (DNP)
592,11/14/94,Jeff Hornacek,sore left knee (DNP)
593,11/14/94,John Crotty,sprained left ankle (DNP)
594,11/15/94,Sharone Wright,sprained left ankle (DTD)
595,11/15/94,Larry Krystkowiak,arthroscopic surgery on right knee (out 2-3 weeks)
596,11/15/94,Mahmoud Abdul-Rauf / Chris Jackson,strained right hip (DNP)
597,11/15/94,Ricky Pierce,stomach virus (DNP)
598,11/16/94,Matt Geiger,ruptured eardrum
599,11/16/94,Kenny Gattison,cervical spine sprain (DTD)
600,11/17/94,Scott Burrell,strained left arch
601,11/17/94,Bobby Hurley,sprained left ankle (DNP)
602,11/17/94,Tony Dumas,sprained left anke (DNP)
603,11/17/94,Mahmoud Abdul-Rauf / Chris Jackson,strained right hip (DNP)
604,11/18/94,Rick Fox,DNP strained right hip
605,11/18/94,Adam Keefe,back spasms (DNP)
606,11/19/94,Patrick Ewing Sr.,sore right knee (DNP)
607,11/19/94,LaPhonso Ellis,surgery on injured right knee
608,11/19/94,Robert Pack,lower back spasms (DNP)
609,11/19/94,Doug West,pulled groin (DTD)
610,11/20/94,Clyde Drexler,sprained right ankle (DNP)
611,11/20/94,Anthony Webb / Spud Webb,sprained left ankle (DNP)
612,11/21/94,Elliot Perry,knocked unconcious (left game)
613,11/21/94,Wayman Tisdale,sprained left ankle (DTD)
614,11/22/94,David Wingate,sore left knee (DTD)
615,11/23/94,Dominique Wilkins,right hamstring strain (DNP)
616,11/23/94,David Wingate,arthroscopic surgery on left knee (date approximate)
617,11/23/94,Rodney Dent,flu (DNP)
618,11/23/94,Robert Horry,flu (DNP)
619,11/23/94,Kevin Johnson,sore left knee (DNP)
620,11/24/94,Manute Bol,flu (DNP)
621,11/25/94,Gheorghe Muresan,pulled left hamstring (DNP)
622,11/25/94,Will Perdue,broken nose (DTD)
623,11/25/94,Matt Geiger,ruptured eardrum (DNP)
624,11/25/94,Antoine Carr,flu (DNP)
625,11/25/94,Alaa Abdelnaby,flu (DNP)
626,11/25/94,Donald Royal,concussion (DNP)
627,11/25/94,Stacey King,upper respiratory problem (DNP)
628,11/26/94,Kevin Duckworth,slight groin pull (left game)
629,11/26/94,Donald Royal,bruised left wrist (DNP)
630,11/26/94,Reggie Williams,sore right knee (DTD)
631,11/26/94,Sarunas Marciulionis,bruised right thigh (DNP)
632,11/26/94,Willie Anderson,strained shoulder (DNP)
633,11/26/94,Manute Bol,torn cartilage in right knee (DTD)
634,11/27/94,Charles Barkley,strained abdominal muscle (DNP)
635,11/28/94,Bill Cartwright,sprained right ankle (DNP)
636,11/28/94,Byron Houston,sprained left ankle (DNP)
637,11/28/94,Sarunas Marciulionis,bruised right thigh (DNP)
638,11/28/94,Willie Anderson,strained right elbow
639,11/29/94,Duane Causwell,sprained right ankle (DNP)
640,11/29/94,Kevin Edwards,partial tear of left Achilles tendon (out 3 weeks)
641,11/29/94,Otis Thorpe,strained back muscle (DTD)
642,11/29/94,Manute Bol,arthroscopic surgery on torn cartilage in right knee
643,11/30/94,Bryant Stith,sprained right ankle (DNP)
644,12/2/94,Horace Grant,right foot injury (left game)
645,12/2/94,Derrick Coleman,sprained right wrist (DTD)
646,12/3/94,John Williams / Hot Rod Williams,right hamstring strain (DNP)
647,12/3/94,Brian Grant,injured right hip flexor (DNP)
648,12/3/94,Randy Brown,sprained right ankle (DNP)
649,12/3/94,Terry Davis,dislocated finger (DTD)
650,12/3/94,Antonio Davis,sore back (DNP)
651,12/6/94,Brad Daugherty,surgery to remove two herniated discs from back (out for season)
652,12/6/94,Tyrone Hill,stomach virus (DTD)
653,12/6/94,Dino Radja,broken left hand (out 4 weeks)
654,12/6/94,Rik Smits,sprained right foot (DTD)
655,12/6/94,Hakeem Olajuwon,bruised right wrist (DNP)
656,12/7/94,Dino Radja,fractured bone in right hand
657,12/7/94,Steve Smith (Delano),sprained ankle (day-to-day)
658,12/7/94,Horace Grant,tendinitis in left leg
659,12/7/94,Carl Herrera,flu (DNP)
660,12/8/94,Terry Dehere,sprained right ankle (out 10-14 days)
661,12/8/94,Chris Gatling,bruised right knee (out 7-10 days)
662,12/9/94,Xavier McDaniel,hyperextended right knee (DTD)
663,12/9/94,Vernell Coles / Bimbo Coles,turf toe (DNP)
664,12/9/94,Grant Hill,flu (DTD)
665,12/9/94,Joe Dumars,bronchitis (DTD)
666,12/10/94,Jeff Malone,bruised right heel (DTD)
667,12/10/94,Don MacLean,sore knees (DNP)
668,12/10/94,Rex Chapman,pulled groin (DTD)
669,12/10/94,Nick Van Exel,sprained right ankle (DNP)
670,12/10/94,Kendall Gill,strained right hip (DNP)
671,12/10/94,Christian Laettner,sore left elbow (DNP)
672,12/10/94,Victor Alexander,sprained left knee (DTD)
673,12/11/94,Clyde Drexler,hyperextended right elbow
674,12/12/94,Chris Ford,colon surgery to remove non-cancerous polyp (out 3 weeks)
675,12/14/94,Mark Price,back spasms (DNP)
676,12/14/94,David Wingate,sore left knee (DTD)
677,12/14/94,Mark Macon,flu (DTD)
678,12/14/94,Mark West (Andre),torn cartilage in left knee (out 4 weeks)
679,12/14/94,Don Nelson,hospitalized with viral pneumonia
680,12/14/94,Pervis Ellison,sore right knee (DNP)
681,12/15/94,Tony Massenburg,sprained left foot (DNP)
682,12/15/94,Charles Oakley,dislocated right toe (DTD)
683,12/16/94,Carlos Rogers,sore lower back (DTD)
684,12/16/94,Ricky Pierce,sore lower back (DTD)
685,12/17/94,Dell Curry,sprained toe (DTD)
686,12/17/94,Robert Parish,back spasms
687,12/17/94,Donyell Marshall,sore right ankle (DTD)
688,12/18/94,Chris Webber,eye injury (DNP)
689,12/18/94,Kevin Duckworth,sore left Achilles tendon (DNP)
690,12/18/94,Harold Miner,sprained left ankle (DTD)
691,12/18/94,Derrick Coleman,cut hand (DTD)
692,12/19/94,Dominique Wilkins,sore right ankle (DNP)
693,12/20/94,Willie Burton,sprained right ankle (DNP)
694,12/20/94,Sean Higgins,flu (DTD)
695,12/20/94,Nate McMillan,sore left ankle (DNP)
696,12/21/94,Larry Krystkowiak,sore right knee (DTD)
697,12/21/94,Scottie Pippen,flu (DNP)
698,12/21/94,David Benoit,sprained right ankle (DTD)
699,12/21/94,Jay Humphries,sore right knee (DNP)
700,12/21/94,Byron Scott,hip pointer (left game)
701,12/21/94,Joe Dumars,sore left Achilles heel (DNP)
702,12/22/94,Chris Webber,dislocated shoulder (out 6-8 weeks)
703,12/23/94,Jeff Malone,sore right heel (DTD)
704,12/23/94,Anfernee Hardaway / Penny Hardaway,sore left hamstring (DNP)
705,12/23/94,Terry Davis,dislocated finger (DTD)
706,12/23/94,Mark West (Andre),surgery on left knee to repair torn cartilage (out 6-8 weeks)
707,12/26/94,Terrell Brandon,flu (DNP)
708,12/26/94,Kevin Gamble,strained shoulder (DNP)
709,12/26/94,Charles Oakley,surgery on dislocated toe (out 6-8 weeks)
